Dia,Mes,Anio,Estacion,Alcaldia,Latitud,Longitud,avgAQI
13,1,2020,Santa FE,CUAJIMALPA DE MORELOS,19.3573570251465,-99.2628631591797,111
13,1,2020,Tlahuac,TLAHUAC,19.2464580535889,-99.0105667114258,134
13,1,2020,UAM Iztapalapa,IZTAPALAPA,19.3607940673828,-99.0738830566406,131
13,1,2020,UAM Xochimilco,COYOACAN,19.3044414520264,-99.103630065918,29
14,1,2020,Ajusco,TLALPAN,19.1542854309082,-99.1626129150391,20
14,1,2020,Benito Juarez,BENITO JUAREZ,19.3704643249512,-99.1595993041992,114
14,1,2020,Centro de Ciencias de la Atmosfera,COYOACAN,19.3261108398438,-99.1761093139648,22
14,1,2020,Cuajimalpa,CUAJIMALPA DE MORELOS,19.3653125762939,-99.2917022705078,114
14,1,2020,Gustavo A. Madero,GUSTAVO A MADERO,19.4827003479004,-99.0945205688477,144
14,1,2020,Iztacalco,IZTACALCO,19.3844127655029,-99.1176376342773,118
14,1,2020,Merced,VENUSTIANO CARRANZA,19.4246101379395,-99.1195907592773,143
14,1,2020,Pedregal,ALVARO OBREGON,19.3251457214355,-99.2041397094727,103
14,1,2020,Santa FE,CUAJIMALPA DE MORELOS,19.3573570251465,-99.2628631591797,103
14,1,2020,Tlahuac,TLAHUAC,19.2464580535889,-99.0105667114258,141
14,1,2020,UAM Iztapalapa,IZTAPALAPA,19.3607940673828,-99.0738830566406,138
14,1,2020,UAM Xochimilco,COYOACAN,19.3044414520264,-99.103630065918,22
15,1,2020,Ajusco,TLALPAN,19.1542854309082,-99.1626129150391,17
15,1,2020,Benito Juarez,BENITO JUAREZ,19.3704643249512,-99.1595993041992,110
15,1,2020,Centro de Ciencias de la Atmosfera,COYOACAN,19.3261108398438,-99.1761093139648,18
15,1,2020,Cuajimalpa,CUAJIMALPA DE MORELOS,19.3653125762939,-99.2917022705078,116
15,1,2020,Gustavo A. Madero,GUSTAVO A MADERO,19.4827003479004,-99.0945205688477,141
15,1,2020,Iztacalco,IZTACALCO,19.3844127655029,-99.1176376342773,124
15,1,2020,Merced,VENUSTIANO CARRANZA,19.4246101379395,-99.1195907592773,144
15,1,2020,Pedregal,ALVARO OBREGON,19.3251457214355,-99.2041397094727,107
15,1,2020,Santa FE,CUAJIMALPA DE MORELOS,19.3573570251465,-99.2628631591797,109
15,1,2020,Tlahuac,TLAHUAC,19.2464580535889,-99.0105667114258,144
15,1,2020,UAM Iztapalapa,IZTAPALAPA,19.3607940673828,-99.0738830566406,158
15,1,2020,UAM Xochimilco,COYOACAN,19.3044414520264,-99.103630065918,19
16,1,2020,Ajusco,TLALPAN,19.1542854309082,-99.1626129150391,19
16,1,2020,Benito Juarez,BENITO JUAREZ,19.3704643249512,-99.1595993041992,120
16,1,2020,Centro de Ciencias de la Atmosfera,COYOACAN,19.3261108398438,-99.1761093139648,20
16,1,2020,Cuajimalpa,CUAJIMALPA DE MORELOS,19.3653125762939,-99.2917022705078,136
16,1,2020,Gustavo A. Madero,GUSTAVO A MADERO,19.4827003479004,-99.0945205688477,148
16,1,2020,Iztacalco,IZTACALCO,19.3844127655029,-99.1176376342773,125
16,1,2020,Merced,VENUSTIANO CARRANZA,19.4246101379395,-99.1195907592773,150
16,1,2020,Pedregal,ALVARO OBREGON,19.3251457214355,-99.2041397094727,119
16,1,2020,Santa FE,CUAJIMALPA DE MORELOS,19.3573570251465,-99.2628631591797,121
16,1,2020,Tlahuac,TLAHUAC,19.2464580535889,-99.0105667114258,138
16,1,2020,UAM Iztapalapa,IZTAPALAPA,19.3607940673828,-99.0738830566406,130
16,1,2020,UAM Xochimilco,COYOACAN,19.3044414520264,-99.103630065918,25
17,1,2020,Ajusco,TLALPAN,19.1542854309082,-99.1626129150391,18
17,1,2020,Benito Juarez,BENITO JUAREZ,19.3704643249512,-99.1595993041992,93
17,1,2020,Centro de Ciencias de la Atmosfera,COYOACAN,19.3261108398438,-99.1761093139648,18
17,1,2020,Cuajimalpa,CUAJIMALPA DE MORELOS,19.3653125762939,-99.2917022705078,95
17,1,2020,Gustavo A. Madero,GUSTAVO A MADERO,19.4827003479004,-99.0945205688477,116
17,1,2020,Iztacalco,IZTACALCO,19.3844127655029,-99.1176376342773,92
17,1,2020,Merced,VENUSTIANO CARRANZA,19.4246101379395,-99.1195907592773,115
17,1,2020,Pedregal,ALVARO OBREGON,19.3251457214355,-99.2041397094727,84
17,1,2020,Santa FE,CUAJIMALPA DE MORELOS,19.3573570251465,-99.2628631591797,87
17,1,2020,Tlahuac,TLAHUAC,19.2464580535889,-99.0105667114258,122
17,1,2020,UAM Iztapalapa,IZTAPALAPA,19.3607940673828,-99.0738830566406,107
17,1,2020,UAM Xochimilco,COYOACAN,19.3044414520264,-99.103630065918,21
18,1,2020,Ajusco,TLALPAN,19.1542854309082,-99.1626129150391,24
18,1,2020,Benito Juarez,BENITO JUAREZ,19.3704643249512,-99.1595993041992,102
18,1,2020,Centro de Ciencias de la Atmosfera,COYOACAN,19.3261108398438,-99.1761093139648,21
18,1,2020,Cuajimalpa,CUAJIMALPA DE MORELOS,19.3653125762939,-99.2917022705078,101
18,1,2020,Gustavo A. Madero,GUSTAVO A MADERO,19.4827003479004,-99.0945205688477,135
18,1,2020,Iztacalco,IZTACALCO,19.3844127655029,-99.1176376342773,107
18,1,2020,Merced,VENUSTIANO CARRANZA,19.4246101379395,-99.1195907592773,136
18,1,2020,Pedregal,ALVARO OBREGON,19.3251457214355,-99.2041397094727,91
18,1,2020,Santa FE,CUAJIMALPA DE MORELOS,19.3573570251465,-99.2628631591797,90
18,1,2020,Tlahuac,TLAHUAC,19.2464580535889,-99.0105667114258,126
18,1,2020,UAM Iztapalapa,IZTAPALAPA,19.3607940673828,-99.0738830566406,129
18,1,2020,UAM Xochimilco,COYOACAN,19.3044414520264,-99.103630065918,26
19,1,2020,Ajusco,TLALPAN,19.1542854309082,-99.1626129150391,15
19,1,2020,Benito Juarez,BENITO JUAREZ,19.3704643249512,-99.1595993041992,65
19,1,2020,Centro de Ciencias de la Atmosfera,COYOACAN,19.3261108398438,-99.1761093139648,10
19,1,2020,Cuajimalpa,CUAJIMALPA DE MORELOS,19.3653125762939,-99.2917022705078,57
19,1,2020,Gustavo A. Madero,GUSTAVO A MADERO,19.4827003479004,-99.0945205688477,55
19,1,2020,Iztacalco,IZTACALCO,19.3844127655029,-99.1176376342773,64
19,1,2020,Merced,VENUSTIANO CARRANZA,19.4246101379395,-99.1195907592773,80
19,1,2020,Pedregal,ALVARO OBREGON,19.3251457214355,-99.2041397094727,51
19,1,2020,Santa FE,CUAJIMALPA DE MORELOS,19.3573570251465,-99.2628631591797,50
19,1,2020,Tlahuac,TLAHUAC,19.2464580535889,-99.0105667114258,61
19,1,2020,UAM Iztapalapa,IZTAPALAPA,19.3607940673828,-99.0738830566406,60
19,1,2020,UAM Xochimilco,COYOACAN,19.3044414520264,-99.103630065918,7
20,1,2020,Ajusco,TLALPAN,19.1542854309082,-99.1626129150391,12
20,1,2020,Benito Juarez,BENITO JUAREZ,19.3704643249512,-99.1595993041992,83
20,1,2020,Centro de Ciencias de la Atmosfera,COYOACAN,19.3261108398438,-99.1761093139648,7
20,1,2020,Cuajimalpa,CUAJIMALPA DE MORELOS,19.3653125762939,-99.2917022705078,76
20,1,2020,Gustavo A. Madero,GUSTAVO A MADERO,19.4827003479004,-99.0945205688477,78
20,1,2020,Iztacalco,IZTACALCO,19.3844127655029,-99.1176376342773,59
20,1,2020,Merced,VENUSTIANO CARRANZA,19.4246101379395,-99.1195907592773,89
20,1,2020,Pedregal,ALVARO OBREGON,19.3251457214355,-99.2041397094727,63
20,1,2020,Santa FE,CUAJIMALPA DE MORELOS,19.3573570251465,-99.2628631591797,70
20,1,2020,UAM Iztapalapa,IZTAPALAPA,19.3607940673828,-99.0738830566406,80
20,1,2020,UAM Xochimilco,COYOACAN,19.3044414520264,-99.103630065918,6
21,1,2020,Ajusco,TLALPAN,19.1542854309082,-99.1626129150391,16
21,1,2020,Benito Juarez,BENITO JUAREZ,19.3704643249512,-99.1595993041992,116
21,1,2020,Centro de Ciencias de la Atmosfera,COYOACAN,19.3261108398438,-99.1761093139648,14
21,1,2020,Cuajimalpa,CUAJIMALPA DE MORELOS,19.3653125762939,-99.2917022705078,92
21,1,2020,Gustavo A. Madero,GUSTAVO A MADERO,19.4827003479004,-99.0945205688477,127
21,1,2020,Iztacalco,IZTACALCO,19.3844127655029,-99.1176376342773,110
21,1,2020,Merced,VENUSTIANO CARRANZA,19.4246101379395,-99.1195907592773,118
21,1,2020,Pedregal,ALVARO OBREGON,19.3251457214355,-99.2041397094727,88
21,1,2020,Santa FE,CUAJIMALPA DE MORELOS,19.3573570251465,-99.2628631591797,88
21,1,2020,UAM Iztapalapa,IZTAPALAPA,19.3607940673828,-99.0738830566406,129
21,1,2020,UAM Xochimilco,COYOACAN,19.3044414520264,-99.103630065918,19
22,1,2020,Ajusco,TLALPAN,19.1542854309082,-99.1626129150391,24
22,1,2020,Benito Juarez,BENITO JUAREZ,19.3704643249512,-99.1595993041992,132
22,1,2020,Centro de Ciencias de la Atmosfera,COYOACAN,19.3261108398438,-99.1761093139648,21
22,1,2020,Cuajimalpa,CUAJIMALPA DE MORELOS,19.3653125762939,-99.2917022705078,78
22,1,2020,Gustavo A. Madero,GUSTAVO A MADERO,19.4827003479004,-99.0945205688477,135
22,1,2020,Iztacalco,IZTACALCO,19.3844127655029,-99.1176376342773,117
22,1,2020,Merced,VENUSTIANO CARRANZA,19.4246101379395,-99.1195907592773,137
22,1,2020,Pedregal,ALVARO OBREGON,19.3251457214355,-99.2041397094727,91
22,1,2020,Santa FE,CUAJIMALPA DE MORELOS,19.3573570251465,-99.2628631591797,81
22,1,2020,UAM Iztapalapa,IZTAPALAPA,19.3607940673828,-99.0738830566406,136
22,1,2020,UAM Xochimilco,COYOACAN,19.3044414520264,-99.103630065918,34
23,1,2020,Ajusco,TLALPAN,19.1542854309082,-99.1626129150391,13
23,1,2020,Benito Juarez,BENITO JUAREZ,19.3704643249512,-99.1595993041992,120
23,1,2020,Centro de Ciencias de la Atmosfera,COYOACAN,19.3261108398438,-99.1761093139648,13
23,1,2020,Cuajimalpa,CUAJIMALPA DE MORELOS,19.3653125762939,-99.2917022705078,72
23,1,2020,Gustavo A. Madero,GUSTAVO A MADERO,19.4827003479004,-99.0945205688477,119
23,1,2020,Iztacalco,IZTACALCO,19.3844127655029,-99.1176376342773,90
23,1,2020,Merced,VENUSTIANO CARRANZA,19.4246101379395,-99.1195907592773,120
23,1,2020,Pedregal,ALVARO OBREGON,19.3251457214355,-99.2041397094727,81
23,1,2020,Santa FE,CUAJIMALPA DE MORELOS,19.3573570251465,-99.2628631591797,71
23,1,2020,UAM Iztapalapa,IZTAPALAPA,19.3607940673828,-99.0738830566406,103
23,1,2020,UAM Xochimilco,COYOACAN,19.3044414520264,-99.103630065918,15
24,1,2020,Ajusco,TLALPAN,19.1542854309082,-99.1626129150391,18
24,1,2020,Benito Juarez,BENITO JUAREZ,19.3704643249512,-99.1595993041992,110
24,1,2020,Centro de Ciencias de la Atmosfera,COYOACAN,19.3261108398438,-99.1761093139648,16
24,1,2020,Cuajimalpa,CUAJIMALPA DE MORELOS,19.3653125762939,-99.2917022705078,87
24,1,2020,Gustavo A. Madero,GUSTAVO A MADERO,19.4827003479004,-99.0945205688477,99
24,1,2020,Iztacalco,IZTACALCO,19.3844127655029,-99.1176376342773,84
24,1,2020,Merced,VENUSTIANO CARRANZA,19.4246101379395,-99.1195907592773,111
24,1,2020,Pedregal,ALVARO OBREGON,19.3251457214355,-99.2041397094727,79
24,1,2020,Santa FE,CUAJIMALPA DE MORELOS,19.3573570251465,-99.2628631591797,79
24,1,2020,UAM Iztapalapa,IZTAPALAPA,19.3607940673828,-99.0738830566406,100
24,1,2020,UAM Xochimilco,COYOACAN,19.3044414520264,-99.103630065918,18
25,1,2020,Ajusco,TLALPAN,19.1542854309082,-99.1626129150391,24
25,1,2020,Benito Juarez,BENITO JUAREZ,19.3704643249512,-99.1595993041992,120
25,1,2020,Centro de Ciencias de la Atmosfera,COYOACAN,19.3261108398438,-99.1761093139648,15
25,1,2020,Cuajimalpa,CUAJIMALPA DE MORELOS,19.3653125762939,-99.2917022705078,86
25,1,2020,Gustavo A. Madero,GUSTAVO A MADERO,19.4827003479004,-99.0945205688477,113
25,1,2020,Iztacalco,IZTACALCO,19.3844127655029,-99.1176376342773,92
25,1,2020,Merced,VENUSTIANO CARRANZA,19.4246101379395,-99.1195907592773,116
25,1,2020,Pedregal,ALVARO OBREGON,19.3251457214355,-99.2041397094727,80
25,1,2020,Santa FE,CUAJIMALPA DE MORELOS,19.3573570251465,-99.2628631591797,73
25,1,2020,UAM Iztapalapa,IZTAPALAPA,19.3607940673828,-99.0738830566406,110
25,1,2020,UAM Xochimilco,COYOACAN,19.3044414520264,-99.103630065918,17
26,1,2020,Ajusco,TLALPAN,19.1542854309082,-99.1626129150391,21
26,1,2020,Benito Juarez,BENITO JUAREZ,19.3704643249512,-99.1595993041992,102
26,1,2020,Centro de Ciencias de la Atmosfera,COYOACAN,19.3261108398438,-99.1761093139648,16
26,1,2020,Cuajimalpa,CUAJIMALPA DE MORELOS,19.3653125762939,-99.2917022705078,64
26,1,2020,Gustavo A. Madero,GUSTAVO A MADERO,19.4827003479004,-99.0945205688477,93
26,1,2020,Iztacalco,IZTACALCO,19.3844127655029,-99.1176376342773,77
26,1,2020,Merced,VENUSTIANO CARRANZA,19.4246101379395,-99.1195907592773,114
26,1,2020,Pedregal,ALVARO OBREGON,19.3251457214355,-99.2041397094727,57
26,1,2020,Santa FE,CUAJIMALPA DE MORELOS,19.3573570251465,-99.2628631591797,55
26,1,2020,UAM Iztapalapa,IZTAPALAPA,19.3607940673828,-99.0738830566406,82
26,1,2020,UAM Xochimilco,COYOACAN,19.3044414520264,-99.103630065918,20
27,1,2020,Ajusco,TLALPAN,19.1542854309082,-99.1626129150391,18
27,1,2020,Benito Juarez,BENITO JUAREZ,19.3704643249512,-99.1595993041992,109
27,1,2020,Centro de Ciencias de la Atmosfera,COYOACAN,19.3261108398438,-99.1761093139648,16
27,1,2020,Cuajimalpa,CUAJIMALPA DE MORELOS,19.3653125762939,-99.2917022705078,64
27,1,2020,Gustavo A. Madero,GUSTAVO A MADERO,19.4827003479004,-99.0945205688477,107
27,1,2020,Iztacalco,IZTACALCO,19.3844127655029,-99.1176376342773,86
27,1,2020,Merced,VENUSTIANO CARRANZA,19.4246101379395,-99.1195907592773,127
27,1,2020,Pedregal,ALVARO OBREGON,19.3251457214355,-99.2041397094727,69
27,1,2020,Santa FE,CUAJIMALPA DE MORELOS,19.3573570251465,-99.2628631591797,54
27,1,2020,UAM Iztapalapa,IZTAPALAPA,19.3607940673828,-99.0738830566406,108
27,1,2020,UAM Xochimilco,COYOACAN,19.3044414520264,-99.103630065918,20
28,1,2020,Ajusco,TLALPAN,19.1542854309082,-99.1626129150391,29
28,1,2020,Benito Juarez,BENITO JUAREZ,19.3704643249512,-99.1595993041992,93
28,1,2020,Centro de Ciencias de la Atmosfera,COYOACAN,19.3261108398438,-99.1761093139648,23
28,1,2020,Cuajimalpa,CUAJIMALPA DE MORELOS,19.3653125762939,-99.2917022705078,62
28,1,2020,Gustavo A. Madero,GUSTAVO A MADERO,19.4827003479004,-99.0945205688477,111
28,1,2020,Iztacalco,IZTACALCO,19.3844127655029,-99.1176376342773,81
28,1,2020,Merced,VENUSTIANO CARRANZA,19.4246101379395,-99.1195907592773,108
28,1,2020,Pedregal,ALVARO OBREGON,19.3251457214355,-99.2041397094727,61
28,1,2020,Santa FE,CUAJIMALPA DE MORELOS,19.3573570251465,-99.2628631591797,53
28,1,2020,UAM Iztapalapa,IZTAPALAPA,19.3607940673828,-99.0738830566406,108
28,1,2020,UAM Xochimilco,COYOACAN,19.3044414520264,-99.103630065918,27
29,1,2020,Ajusco,TLALPAN,19.1542854309082,-99.1626129150391,20
29,1,2020,Benito Juarez,BENITO JUAREZ,19.3704643249512,-99.1595993041992,108
29,1,2020,Camarones,AZCAPOTZALCO,19.4684047698975,-99.169792175293,105
29,1,2020,Centro de Ciencias de la Atmosfera,COYOACAN,19.3261108398438,-99.1761093139648,20
29,1,2020,Cuajimalpa,CUAJIMALPA DE MORELOS,19.3653125762939,-99.2917022705078,88
29,1,2020,Gustavo A. Madero,GUSTAVO A MADERO,19.4827003479004,-99.0945205688477,122
29,1,2020,Iztacalco,IZTACALCO,19.3844127655029,-99.1176376342773,94
29,1,2020,Merced,VENUSTIANO CARRANZA,19.4246101379395,-99.1195907592773,123
29,1,2020,Pedregal,ALVARO OBREGON,19.3251457214355,-99.2041397094727,71
29,1,2020,Santa FE,CUAJIMALPA DE MORELOS,19.3573570251465,-99.2628631591797,76
29,1,2020,UAM Iztapalapa,IZTAPALAPA,19.3607940673828,-99.0738830566406,109
29,1,2020,UAM Xochimilco,COYOACAN,19.3044414520264,-99.103630065918,21
30,1,2020,Ajusco,TLALPAN,19.1542854309082,-99.1626129150391,26
30,1,2020,Benito Juarez,BENITO JUAREZ,19.3704643249512,-99.1595993041992,101
30,1,2020,Camarones,AZCAPOTZALCO,19.4684047698975,-99.169792175293,104
30,1,2020,Centro de Ciencias de la Atmosfera,COYOACAN,19.3261108398438,-99.1761093139648,13
30,1,2020,Cuajimalpa,CUAJIMALPA DE MORELOS,19.3653125762939,-99.2917022705078,73
30,1,2020,Gustavo A. Madero,GUSTAVO A MADERO,19.4827003479004,-99.0945205688477,83
30,1,2020,Iztacalco,IZTACALCO,19.3844127655029,-99.1176376342773,76
30,1,2020,Merced,VENUSTIANO CARRANZA,19.4246101379395,-99.1195907592773,104
30,1,2020,Pedregal,ALVARO OBREGON,19.3251457214355,-99.2041397094727,69
30,1,2020,Santa FE,CUAJIMALPA DE MORELOS,19.3573570251465,-99.2628631591797,57
30,1,2020,UAM Iztapalapa,IZTAPALAPA,19.3607940673828,-99.0738830566406,87
30,1,2020,UAM Xochimilco,COYOACAN,19.3044414520264,-99.103630065918,23
31,1,2020,Ajusco,TLALPAN,19.1542854309082,-99.1626129150391,21
31,1,2020,Benito Juarez,BENITO JUAREZ,19.3704643249512,-99.1595993041992,107
31,1,2020,Camarones,AZCAPOTZALCO,19.4684047698975,-99.169792175293,92
31,1,2020,Centro de Ciencias de la Atmosfera,COYOACAN,19.3261108398438,-99.1761093139648,19
31,1,2020,Cuajimalpa,CUAJIMALPA DE MORELOS,19.3653125762939,-99.2917022705078,54
31,1,2020,Gustavo A. Madero,GUSTAVO A MADERO,19.4827003479004,-99.0945205688477,82
31,1,2020,Iztacalco,IZTACALCO,19.3844127655029,-99.1176376342773,75
31,1,2020,Merced,VENUSTIANO CARRANZA,19.4246101379395,-99.1195907592773,105
31,1,2020,Pedregal,ALVARO OBREGON,19.3251457214355,-99.2041397094727,59
31,1,2020,Santa FE,CUAJIMALPA DE MORELOS,19.3573570251465,-99.2628631591797,53
31,1,2020,UAM Iztapalapa,IZTAPALAPA,19.3607940673828,-99.0738830566406,89
31,1,2020,UAM Xochimilco,COYOACAN,19.3044414520264,-99.103630065918,23
1,2,2020,Ajusco,TLALPAN,19.1542854309082,-99.1626129150391,15
1,2,2020,Benito Juarez,BENITO JUAREZ,19.3704643249512,-99.1595993041992,143
1,2,2020,Camarones,AZCAPOTZALCO,19.4684047698975,-99.169792175293,138
1,2,2020,Centro de Ciencias de la Atmosfera,COYOACAN,19.3261108398438,-99.1761093139648,19
1,2,2020,Cuajimalpa,CUAJIMALPA DE MORELOS,19.3653125762939,-99.2917022705078,107
1,2,2020,Gustavo A. Madero,GUSTAVO A MADERO,19.4827003479004,-99.0945205688477,119
1,2,2020,Iztacalco,IZTACALCO,19.3844127655029,-99.1176376342773,113
1,2,2020,Merced,VENUSTIANO CARRANZA,19.4246101379395,-99.1195907592773,133
1,2,2020,Pedregal,ALVARO OBREGON,19.3251457214355,-99.2041397094727,106
1,2,2020,Santa FE,CUAJIMALPA DE MORELOS,19.3573570251465,-99.2628631591797,102
1,2,2020,Tlahuac,TLAHUAC,19.2464580535889,-99.0105667114258,113
1,2,2020,UAM Iztapalapa,IZTAPALAPA,19.3607940673828,-99.0738830566406,123
1,2,2020,UAM Xochimilco,COYOACAN,19.3044414520264,-99.103630065918,21
2,2,2020,Ajusco,TLALPAN,19.1542854309082,-99.1626129150391,11
2,2,2020,Benito Juarez,BENITO JUAREZ,19.3704643249512,-99.1595993041992,132
2,2,2020,Camarones,AZCAPOTZALCO,19.4684047698975,-99.169792175293,151
2,2,2020,Centro de Ciencias de la Atmosfera,COYOACAN,19.3261108398438,-99.1761093139648,15
2,2,2020,Cuajimalpa,CUAJIMALPA DE MORELOS,19.3653125762939,-99.2917022705078,107
2,2,2020,Gustavo A. Madero,GUSTAVO A MADERO,19.4827003479004,-99.0945205688477,124
2,2,2020,Iztacalco,IZTACALCO,19.3844127655029,-99.1176376342773,97
2,2,2020,Merced,VENUSTIANO CARRANZA,19.4246101379395,-99.1195907592773,129
2,2,2020,Pedregal,ALVARO OBREGON,19.3251457214355,-99.2041397094727,95
2,2,2020,Santa FE,CUAJIMALPA DE MORELOS,19.3573570251465,-99.2628631591797,99
2,2,2020,Tlahuac,TLAHUAC,19.2464580535889,-99.0105667114258,126
2,2,2020,UAM Iztapalapa,IZTAPALAPA,19.3607940673828,-99.0738830566406,113
2,2,2020,UAM Xochimilco,COYOACAN,19.3044414520264,-99.103630065918,24
3,2,2020,Ajusco,TLALPAN,19.1542854309082,-99.1626129150391,23
3,2,2020,Benito Juarez,BENITO JUAREZ,19.3704643249512,-99.1595993041992,119
3,2,2020,Camarones,AZCAPOTZALCO,19.4684047698975,-99.169792175293,99
3,2,2020,Centro de Ciencias de la Atmosfera,COYOACAN,19.3261108398438,-99.1761093139648,14
3,2,2020,Cuajimalpa,CUAJIMALPA DE MORELOS,19.3653125762939,-99.2917022705078,82
3,2,2020,Gustavo A. Madero,GUSTAVO A MADERO,19.4827003479004,-99.0945205688477,95
3,2,2020,Iztacalco,IZTACALCO,19.3844127655029,-99.1176376342773,82
3,2,2020,Merced,VENUSTIANO CARRANZA,19.4246101379395,-99.1195907592773,102
3,2,2020,Pedregal,ALVARO OBREGON,19.3251457214355,-99.2041397094727,62
3,2,2020,Santa FE,CUAJIMALPA DE MORELOS,19.3573570251465,-99.2628631591797,56
3,2,2020,Tlahuac,TLAHUAC,19.2464580535889,-99.0105667114258,96
3,2,2020,UAM Iztapalapa,IZTAPALAPA,19.3607940673828,-99.0738830566406,97
3,2,2020,UAM Xochimilco,COYOACAN,19.3044414520264,-99.103630065918,20
4,2,2020,Ajusco,TLALPAN,19.1542854309082,-99.1626129150391,19
4,2,2020,Benito Juarez,BENITO JUAREZ,19.3704643249512,-99.1595993041992,101
4,2,2020,Centro de Ciencias de la Atmosfera,COYOACAN,19.3261108398438,-99.1761093139648,10
4,2,2020,Cuajimalpa,CUAJIMALPA DE MORELOS,19.3653125762939,-99.2917022705078,56
4,2,2020,Gustavo A. Madero,GUSTAVO A MADERO,19.4827003479004,-99.0945205688477,66
4,2,2020,Iztacalco,IZTACALCO,19.3844127655029,-99.1176376342773,54
4,2,2020,Merced,VENUSTIANO CARRANZA,19.4246101379395,-99.1195907592773,76
4,2,2020,Pedregal,ALVARO OBREGON,19.3251457214355,-99.2041397094727,49
4,2,2020,Santa FE,CUAJIMALPA DE MORELOS,19.3573570251465,-99.2628631591797,45
4,2,2020,Tlahuac,TLAHUAC,19.2464580535889,-99.0105667114258,64
4,2,2020,UAM Iztapalapa,IZTAPALAPA,19.3607940673828,-99.0738830566406,73
4,2,2020,UAM Xochimilco,COYOACAN,19.3044414520264,-99.103630065918,17
5,2,2020,Ajusco,TLALPAN,19.1542854309082,-99.1626129150391,15
5,2,2020,Benito Juarez,BENITO JUAREZ,19.3704643249512,-99.1595993041992,96
5,2,2020,Centro de Ciencias de la Atmosfera,COYOACAN,19.3261108398438,-99.1761093139648,9
5,2,2020,Cuajimalpa,CUAJIMALPA DE MORELOS,19.3653125762939,-99.2917022705078,57
5,2,2020,Gustavo A. Madero,GUSTAVO A MADERO,19.4827003479004,-99.0945205688477,71
5,2,2020,Iztacalco,IZTACALCO,19.3844127655029,-99.1176376342773,53
5,2,2020,Pedregal,ALVARO OBREGON,19.3251457214355,-99.2041397094727,44
5,2,2020,Santa FE,CUAJIMALPA DE MORELOS,19.3573570251465,-99.2628631591797,39
5,2,2020,Tlahuac,TLAHUAC,19.2464580535889,-99.0105667114258,38
5,2,2020,UAM Iztapalapa,IZTAPALAPA,19.3607940673828,-99.0738830566406,61
5,2,2020,UAM Xochimilco,COYOACAN,19.3044414520264,-99.103630065918,15
6,2,2020,Ajusco,TLALPAN,19.1542854309082,-99.1626129150391,24
6,2,2020,Benito Juarez,BENITO JUAREZ,19.3704643249512,-99.1595993041992,98
6,2,2020,Camarones,AZCAPOTZALCO,19.4684047698975,-99.169792175293,108
6,2,2020,Centro de Ciencias de la Atmosfera,COYOACAN,19.3261108398438,-99.1761093139648,17
6,2,2020,Cuajimalpa,CUAJIMALPA DE MORELOS,19.3653125762939,-99.2917022705078,51
6,2,2020,Gustavo A. Madero,GUSTAVO A MADERO,19.4827003479004,-99.0945205688477,65
6,2,2020,Iztacalco,IZTACALCO,19.3844127655029,-99.1176376342773,62
6,2,2020,Pedregal,ALVARO OBREGON,19.3251457214355,-99.2041397094727,59
6,2,2020,Santa FE,CUAJIMALPA DE MORELOS,19.3573570251465,-99.2628631591797,54
6,2,2020,Tlahuac,TLAHUAC,19.2464580535889,-99.0105667114258,96
6,2,2020,UAM Iztapalapa,IZTAPALAPA,19.3607940673828,-99.0738830566406,72
6,2,2020,UAM Xochimilco,COYOACAN,19.3044414520264,-99.103630065918,21
7,2,2020,Ajusco,TLALPAN,19.1542854309082,-99.1626129150391,31
7,2,2020,Benito Juarez,BENITO JUAREZ,19.3704643249512,-99.1595993041992,131
7,2,2020,Camarones,AZCAPOTZALCO,19.4684047698975,-99.169792175293,131
7,2,2020,Centro de Ciencias de la Atmosfera,COYOACAN,19.3261108398438,-99.1761093139648,19
7,2,2020,Cuajimalpa,CUAJIMALPA DE MORELOS,19.3653125762939,-99.2917022705078,70
7,2,2020,Gustavo A. Madero,GUSTAVO A MADERO,19.4827003479004,-99.0945205688477,125
7,2,2020,Iztacalco,IZTACALCO,19.3844127655029,-99.1176376342773,105
7,2,2020,Pedregal,ALVARO OBREGON,19.3251457214355,-99.2041397094727,80
7,2,2020,Santa FE,CUAJIMALPA DE MORELOS,19.3573570251465,-99.2628631591797,65
7,2,2020,Tlahuac,TLAHUAC,19.2464580535889,-99.0105667114258,116
7,2,2020,UAM Iztapalapa,IZTAPALAPA,19.3607940673828,-99.0738830566406,121
7,2,2020,UAM Xochimilco,COYOACAN,19.3044414520264,-99.103630065918,27
8,2,2020,Ajusco,TLALPAN,19.1542854309082,-99.1626129150391,32
8,2,2020,Benito Juarez,BENITO JUAREZ,19.3704643249512,-99.1595993041992,126
8,2,2020,Camarones,AZCAPOTZALCO,19.4684047698975,-99.169792175293,121
8,2,2020,Centro de Ciencias de la Atmosfera,COYOACAN,19.3261108398438,-99.1761093139648,23
8,2,2020,Cuajimalpa,CUAJIMALPA DE MORELOS,19.3653125762939,-99.2917022705078,80
8,2,2020,Gustavo A. Madero,GUSTAVO A MADERO,19.4827003479004,-99.0945205688477,124
8,2,2020,Iztacalco,IZTACALCO,19.3844127655029,-99.1176376342773,92
8,2,2020,Merced,VENUSTIANO CARRANZA,19.4246101379395,-99.1195907592773,124
8,2,2020,Pedregal,ALVARO OBREGON,19.3251457214355,-99.2041397094727,67
